,Game ID,Player,Outcome,Team,Kills,Deaths,+/-,Flag Captures,Flag Attempts,Switch,Elected,Assassinations,Score,Time Played,Death Chart,Damage Dealt,Damage Taken,DR,DKR,DDF,Laser DD,Laser DT,Missile DD,Missile DT,Grenade DD,Grenade DT,Bouncy DD,Bouncy DT,Killed Most - Players,Killed Most - Values,Killed Most By - Players,Killed Most By - Values,Damaged Most - Players,Damaged Most - Values,Damaged Most By - Players,Damaged Most By - Values
0,1,ShadowGod,1,1,53,36,17,,,,0.0,3.0,22,32,http://cta.critical-hq.net/chart.php?player=ShadowGod&matchID=1,13831,12686,1.0902569761942298,261,717,8142,7031,1366,1020,0,244,4323,4391,Helwor NormL Xet 20LbGenitals Lux,16 11 10 10 6,20LbGenitals Xet Lux Helwor NormL,11 10 7 5 3,NormL Xet 20LbGenitals Helwor Lux,3232 3152 2927 2765 1755,Lux 20LbGenitals Helwor Xet NormL,2782 2728 2698 2609 1869
1,1,tocs,1,1,46,27,19,,,,2.0,3.0,22,30,http://cta.critical-hq.net/chart.php?player=tocs&matchID=1,11811,10218,1.155901350557839,257,749,5721,6126,1540,408,336,68,4214,3616,NormL 20LbGenitals Helwor Xet Lux,18 10 7 6 5,Lux Helwor NormL 20LbGenitals Xet,10 6 5 4 2,NormL 20LbGenitals Helwor Xet Lux,3622 2780 2714 1572 1123,20LbGenitals Helwor NormL Lux Xet,2648 2361 1963 1922 1324
2,1,Nuts,1,1,40,30,10,,,,4.0,6.0,22,31,http://cta.critical-hq.net/chart.php?player=Nuts&matchID=1,13061,10776,1.2120452858203414,327,1676,6820,6395,1421,943,105,68,4715,3370,20LbGenitals NormL Xet Lux Helwor,12 12 9 4 3,Lux 20LbGenitals Xet NormL Helwor,9 8 6 4 3,NormL 20LbGenitals Xet Lux Helwor,3709 3102 2305 2131 1814,Lux NormL 20LbGenitals Xet Helwor,2787 2477 2287 1911 1314
3,1,Masta,1,1,30,33,-3,,,,1.0,2.0,22,29,http://cta.critical-hq.net/chart.php?player=Masta&matchID=1,12225,10593,1.1540640045312942,408,831,8265,6110,0,604,0,131,3960,3748,NormL Helwor 20LbGenitals Xet Lux,11 7 7 3 2,Lux Xet Helwor 20LbGenitals NormL,8 8 7 7 3,NormL Helwor 20LbGenitals Lux Xet,2980 2921 2204 2173 1947,Helwor 20LbGenitals Lux NormL Xet,2543 2390 2224 1842 1594
4,1,tigur,1,1,17,26,-9,,,,23.0,3.0,22,29,http://cta.critical-hq.net/chart.php?player=tigur&matchID=1,7908,8316,0.9509379509379507,465,861,3153,4361,780,483,335,42,3640,3430,Helwor Xet 20LbGenitals Lux NormL,5 4 3 3 2,20LbGenitals Helwor NormL Lux Xet,11 6 4 3 2,Helwor 20LbGenitals Xet NormL Lux,2089 1979 1371 1267 1202,20LbGenitals Helwor NormL Lux Xet,2563 2091 1319 1262 1081
5,1,20LbGenitals,0,2,41,42,-1,,,,0.0,5.0,11,29,http://cta.critical-hq.net/chart.php?player=20LbGenitals&matchID=1,12616,12992,0.9710591133004928,308,1764,7204,7779,1276,842,0,0,4136,4371,tigur ShadowGod Nuts Masta CTAtocs,11 11 8 7 4,Nuts CTAtocs ShadowGod Masta tigur,12 10 10 7 3,ShadowGod CTAtocs tigur Masta Nuts,2728 2648 2563 2390 2287,Nuts ShadowGod CTAtocs Masta tigur,3102 2927 2780 2204 1979
6,1,Lux,0,2,37,20,17,,,,12.0,0.0,11,30,http://cta.critical-hq.net/chart.php?player=Lux&matchID=1,10977,8384,1.3092795801526718,297,582,5690,3852,401,1187,437,209,4449,3136,CTAtocs Nuts Masta ShadowGod tigur,10 9 8 7 3,ShadowGod CTAtocs Nuts tigur Masta,6 5 4 3 2,Nuts ShadowGod Masta CTAtocs tigur,2787 2782 2224 1922 1262,Masta Nuts ShadowGod tigur CTAtocs,2173 2131 1755 1202 1123
7,1,Xet,0,2,28,32,-4,,,,10.0,0.0,11,29,http://cta.critical-hq.net/chart.php?player=Xet&matchID=1,8519,10347,0.8233304339422055,304,300,5057,5353,510,632,116,105,2836,4257,ShadowGod Masta Nuts tigur CTAtocs,10 8 6 2 2,ShadowGod Nuts CTAtocs tigur Masta,10 9 6 4 3,ShadowGod Nuts Masta CTAtocs tigur,2609 1911 1594 1324 1081,ShadowGod Nuts Masta CTAtocs tigur,3152 2305 1947 1572 1371
8,1,Helwor,0,2,27,38,-11,,,,3.0,1.0,11,32,http://cta.critical-hq.net/chart.php?player=Helwor&matchID=1,11007,12303,0.8946598390636429,408,465,7127,6934,306,958,0,126,3574,4285,Masta tigur CTAtocs ShadowGod Nuts,7 6 6 5 3,ShadowGod CTAtocs Masta tigur Nuts,16 7 7 5 3,ShadowGod Masta CTAtocs tigur Nuts,2698 2543 2361 2091 1314,Masta ShadowGod CTAtocs tigur Nuts,2921 2765 2714 2089 1814
9,1,NormL,0,2,19,54,-35,,,,2.0,4.0,11,28,http://cta.critical-hq.net/chart.php?player=NormL&matchID=1,9470,14810,0.6394328156650911,498,776,4945,8183,965,1488,0,336,3560,4803,CTAtocs Nuts tigur Masta ShadowGod,5 4 4 3 3,CTAtocs Nuts Masta ShadowGod tigur,18 12 11 11 2,Nuts CTAtocs ShadowGod Masta tigur,2477 1963 1869 1842 1319,Nuts CTAtocs ShadowGod Masta tigur,3709 3622 3232 2980 1267
10,2,K0rneh,0,1,51,39,12,,,24.0,,,2,29,http://cta.critical-hq.net/chart.php?player=K0rneh&matchID=2,13411,11358,1.180753653812291,263,0,8622,7393,474,408,1343,977,2972,2580,tigur NormL Lux Parrotman Amaranth,13 11 10 10 7,Parrotman Lux Amaranth NormL tigur,12 9 8 6 4,Parrotman NormL tigur Amaranth Lux,3529 3439 2860 2306 1277,Parrotman Lux Amaranth NormL tigur,3066 2223 2209 2091 1769
11,2,tocs,0,1,46,56,-10,,,37.0,,,2,25,http://cta.critical-hq.net/chart.php?player=tocs&matchID=2,13485,14493,0.9304491823638998,293,0,7172,8043,1427,814,1486,2034,3400,3602,Amaranth tigur Parrotman Lux NormL,12 11 10 7 6,Parrotman Amaranth Lux tigur NormL,17 17 12 6 4,tigur Parrotman Amaranth NormL Lux,2974 2834 2734 2727 2216,Amaranth Lux Parrotman NormL tigur,4397 3675 3555 1682 1184
12,2,Masta,0,1,44,63,-19,,,56.0,,,2,30,http://cta.critical-hq.net/chart.php?player=Masta&matchID=2,11279,16207,0.6959338557413464,256,0,7292,8659,0,1112,1020,1771,2967,4665,NormL tigur Parrotman Lux Amaranth,13 11 10 7 3,Parrotman Lux Amaranth tigur NormL,21 18 9 8 7,Lux NormL tigur Parrotman Amaranth,3074 2885 2158 2069 1093,Parrotman Lux Amaranth tigur NormL,4157 3986 3024 2537 2503
13,2,20LbGenitals,0,1,33,51,-18,,,37.0,,,2,29,http://cta.critical-hq.net/chart.php?player=20LbGenitals&matchID=2,11595,13640,0.8500733137829912,351,0,7639,6600,145,1166,815,1686,2996,4188,NormL tigur Lux Parrotman Amaranth,11 7 6 5 4,Parrotman Lux Amaranth NormL tigur,17 12 12 6 4,NormL Parrotman tigur Lux Amaranth,2691 2480 2459 2209 1756,Parrotman Amaranth Lux NormL tigur,3182 3106 3058 2264 2030
14,2,Helwor,0,1,24,48,-24,,,31.0,,,2,28,http://cta.critical-hq.net/chart.php?player=Helwor&matchID=2,9539,12817,0.7442459233830071,397,0,6139,7774,374,554,616,1244,2410,3245,tigur NormL Parrotman Lux Amaranth,10 6 4 3 1,Parrotman tigur Lux NormL Amaranth,11 10 10 10 7,tigur Parrotman Lux NormL Amaranth,3326 2003 1710 1460 1040,Parrotman Amaranth Lux tigur NormL,3578 2600 2426 2345 1868
15,2,Parrotman,1,2,78,39,39,,,43.0,,,6,30,http://cta.critical-hq.net/chart.php?player=Parrotman&matchID=2,17538,12915,1.3579558652729384,225,0,10486,7860,666,407,1649,1101,4737,3547,Masta CTAtocs 20LbGenitals K0rneh Helwor,21 17 17 12 11,K0rneh Masta CTAtocs 20LbGenitals Helwor,10 10 10 5 4,Masta Helwor CTAtocs 20LbGenitals K0rneh,4157 3578 3555 3182 3066,K0rneh CTAtocs 20LbGenitals Masta Helwor,3529 2834 2480 2069 2003
16,2,Lux,1,2,61,33,28,,,48.0,,,6,35,http://cta.critical-hq.net/chart.php?player=Lux&matchID=2,15368,10486,1.4655731451459089,252,0,8332,6275,645,408,1910,1172,4481,2631,Masta 20LbGenitals CTAtocs Helwor K0rneh,18 12 12 10 9,K0rneh CTAtocs Masta 20LbGenitals Helwor,10 7 7 6 3,Masta CTAtocs 20LbGenitals Helwor K0rneh,3986 3675 3058 2426 2223,Masta CTAtocs 20LbGenitals Helwor K0rneh,3074 2216 2209 1710 1277
17,2,Amaranth,1,2,53,27,26,,,31.0,,,5,28,http://cta.critical-hq.net/chart.php?player=Amaranth&matchID=2,15336,8929,1.7175495576212343,289,0,9469,5319,559,408,1857,967,3451,2235,CTAtocs 20LbGenitals Masta K0rneh Helwor,17 12 9 8 7,CTAtocs K0rneh 20LbGenitals Masta Helwor,12 7 4 3 1,CTAtocs 20LbGenitals Masta Helwor K0rneh,4397 3106 3024 2600 2209,CTAtocs K0rneh 20LbGenitals Masta Helwor,2734 2306 1756 1093 1040
18,2,NormL,1,2,33,47,-14,,,15.0,,,6,29,http://cta.critical-hq.net/chart.php?player=NormL&matchID=2,10408,13202,0.7883653991819422,315,0,5312,8102,982,653,1018,1289,3096,3158,Helwor Masta K0rneh 20LbGenitals CTAtocs,10 7 6 6 4,Masta K0rneh 20LbGenitals Helwor CTAtocs,13 11 11 6 6,Masta 20LbGenitals K0rneh Helwor CTAtocs,2503 2264 2091 1868 1682,K0rneh Masta CTAtocs 20LbGenitals Helwor,3439 2885 2727 2691 1460
19,2,tigur,1,2,32,52,-20,,,57.0,,,6,28,http://cta.critical-hq.net/chart.php?player=tigur&matchID=2,9865,13777,0.7160484866081149,308,0,4870,9308,1202,544,1278,751,2515,3174,Helwor Masta CTAtocs 20LbGenitals K0rneh,10 8 6 4 4,K0rneh CTAtocs Masta Helwor 20LbGenitals,13 11 11 10 7,Masta Helwor 20LbGenitals K0rneh CTAtocs,2537 2345 2030 1769 1184,Helwor CTAtocs K0rneh 20LbGenitals Masta,3326 2974 2860 2459 2158
20,3,sleeper,1,1,92,66,26,,,30.0,,,8,43,http://cta.critical-hq.net/chart.php?player=sleeper&matchID=3,24452,19224,1.2719517270079068,266,0,10500,9652,3064,1924,3240,2756,7648,4892,trebuh Sparkinator 20LbGenitals Xet,29 25 25 13,trebuh Sparkinator 20LbGenitals Xet,20 17 15 14,trebuh Sparkinator 20LbGenitals Xet,7112 6680 5896 4764,trebuh Sparkinator Xet 20LbGenitals,6656 5604 3528 3436
21,3,oTaCon,1,1,75,85,-10,,,26.0,,,8,43,http://cta.critical-hq.net/chart.php?player=oTaCon&matchID=3,21632,22296,0.9702188733405096,288,0,11740,12076,1120,2032,3000,2472,5772,5716,Sparkinator 20LbGenitals Xet trebuh,22 19 18 16,Sparkinator trebuh 20LbGenitals Xet,26 23 19 17,20LbGenitals trebuh Sparkinator Xet,6580 5628 5616 3808,trebuh Sparkinator 20LbGenitals Xet,6660 5344 5248 5044
22,3,Nuts,1,1,71,88,-17,,,30.0,,,8,43,http://cta.critical-hq.net/chart.php?player=Nuts&matchID=3,18608,22752,0.8178621659634318,262,0,9844,13112,1820,2328,1964,1548,4980,5764,Sparkinator trebuh 20LbGenitals Xet,22 18 17 14,trebuh 20LbGenitals Sparkinator Xet,33 21 18 16,Sparkinator trebuh 20LbGenitals Xet,6736 4984 3912 2976,trebuh Sparkinator 20LbGenitals Xet,7088 6716 5280 3668
23,3,secretagentman,1,1,69,73,-4,,,24.0,,,8,43,http://cta.critical-hq.net/chart.php?player=secretagentman&matchID=3,18808,19052,0.9871929456225068,273,0,10460,9244,1120,1664,2176,2896,5052,5248,Sparkinator trebuh 20LbGenitals Xet,24 21 17 7,trebuh Sparkinator Xet 20LbGenitals,20 20 17 16,Sparkinator trebuh 20LbGenitals Xet,5772 5660 4548 2828,trebuh Sparkinator 20LbGenitals Xet,5796 5372 4504 3380
24,3,trebuh,0,2,96,84,12,,,25.0,,,6,25,http://cta.critical-hq.net/chart.php?player=trebuh&matchID=3,26200,23384,1.1204242216900444,273,0,13244,12816,4128,1660,2248,2776,6580,6132,Nuts oTaCon sleeper secretagentman,33 23 20 20,sleeper secretagentman Nuts oTaCon,29 21 18 16,Nuts oTaCon sleeper secretagentman,7088 6660 6656 5796,sleeper secretagentman oTaCon Nuts,7112 5660 5628 4984
25,3,Sparkinator,0,2,81,93,-12,,,38.0,,,6,41,http://cta.critical-hq.net/chart.php?player=Sparkinator&matchID=3,23036,24804,0.9287211740041929,284,0,14324,12808,1472,2744,1760,2876,5480,6376,oTaCon secretagentman Nuts sleeper,26 20 18 17,sleeper secretagentman Nuts oTaCon,25 24 22 22,Nuts sleeper secretagentman oTaCon,6716 5604 5372 5344,Nuts sleeper secretagentman oTaCon,6736 6680 5772 5616
26,3,20LbGenitals,0,2,71,78,-7,,,22.0,,,6,43,http://cta.critical-hq.net/chart.php?player=20LbGenitals&matchID=3,18468,20936,0.8821169277799007,260,0,9572,9924,1508,1760,2368,2572,5020,6680,Nuts oTaCon secretagentman sleeper,21 19 16 15,sleeper oTaCon Nuts secretagentman,25 19 17 17,Nuts oTaCon secretagentman sleeper,5280 5248 4504 3436,oTaCon sleeper secretagentman Nuts,6580 5896 4548 3912
27,3,Xet,0,2,64,52,12,,,17.0,,,6,43,http://cta.critical-hq.net/chart.php?player=Xet&matchID=3,15620,14376,1.0865331107401224,244,0,6944,6996,840,960,3296,2156,4540,4264,secretagentman oTaCon Nuts sleeper,17 17 16 14,oTaCon Nuts sleeper secretagentman,18 14 13 7,oTaCon Nuts sleeper secretagentman,5044 3668 3528 3380,sleeper oTaCon Nuts secretagentman,4764 3808 2976 2828
28,4,Gummybear,1,1,56,37,19,0.0,2.0,,,,8,32,http://cta.critical-hq.net/chart.php?player=Gummybear&matchID=4,13447,10909,1.2326519387661563,240,1056,6951,5803,1377,945,1303,836,3816,3325,Sparkinator sleeper Fudorm trebuh,17 16 13 10,sleeper Sparkinator Fudorm trebuh,12 12 9 4,Sparkinator trebuh Fudorm sleeper,4166 3165 3128 2988,Fudorm sleeper Sparkinator trebuh,3465 2739 2595 2110
29,4,Takeo,1,1,45,38,7,0.0,2.0,,,,8,35,http://cta.critical-hq.net/chart.php?player=Takeo&matchID=4,12494,11429,1.09318400559979,278,1077,7464,4876,604,1787,1101,1046,3325,3720,Sparkinator Fudorm sleeper trebuh,14 11 10 10,sleeper trebuh Fudorm Sparkinator,11 10 10 7,Fudorm Sparkinator trebuh sleeper,3639 3157 3059 2639,Fudorm sleeper trebuh Sparkinator,3173 3038 2681 2537
30,4,secretagentman,1,1,43,42,1,0.0,2.0,,,,8,30,http://cta.critical-hq.net/chart.php?player=secretagentman&matchID=4,11157,11524,0.9681534189517528,259,1074,5384,5940,1112,974,1618,1428,3043,3182,trebuh Fudorm Sparkinator sleeper,15 11 10 7,trebuh Sparkinator sleeper Fudorm,15 12 11 4,Sparkinator sleeper Fudorm trebuh,3380 2915 2544 2318,Sparkinator sleeper Fudorm trebuh,3335 2899 2720 2570
31,4,Nuts,1,1,31,43,-12,0.0,2.0,,,,8,30,http://cta.critical-hq.net/chart.php?player=Nuts&matchID=4,10219,11689,0.8742407391564719,330,1038,5268,6391,1188,1238,1323,870,2440,3190,Sparkinator Fudorm sleeper trebuh,10 9 7 5,trebuh Sparkinator sleeper Fudorm,13 11 10 9,Sparkinator Fudorm sleeper trebuh,3067 2594 2418 2140,Sparkinator Fudorm trebuh sleeper,3040 2963 2925 2761
32,4,sleeper,0,2,44,40,4,1.0,5.0,,,,4,31,http://cta.critical-hq.net/chart.php?player=sleeper&matchID=4,11437,10960,1.043521897810219,260,642,4981,5926,1558,692,1163,1301,3735,3041,Gummybear Takeo secretagentman Nuts,12 11 11 10,Gummybear Takeo Nuts secretagentman,16 10 7 7,Takeo secretagentman Nuts Gummybear,3038 2899 2761 2739,Gummybear secretagentman Takeo Nuts,2988 2915 2639 2418
33,4,trebuh,0,2,42,40,2,1.0,3.0,,,,4,25,http://cta.critical-hq.net/chart.php?player=trebuh&matchID=4,10286,10682,0.962928290582288,245,693,4192,5441,1489,1121,1181,1412,3424,2708,secretagentman Nuts Takeo Gummybear,15 13 10 4,secretagentman Gummybear Takeo Nuts,15 10 10 5,Nuts Takeo secretagentman Gummybear,2925 2681 2570 2110,Gummybear Takeo secretagentman Nuts,3165 3059 2318 2140
34,4,Sparkinator,0,2,42,51,-9,0.0,10.0,,,,4,32,http://cta.critical-hq.net/chart.php?player=Sparkinator&matchID=4,11507,13770,0.8356572258533043,274,966,6758,7014,718,1652,1027,1034,3004,4070,secretagentman Gummybear Nuts Takeo,12 12 11 7,Gummybear Takeo secretagentman Nuts,17 14 10 10,secretagentman Nuts Gummybear Takeo,3335 3040 2595 2537,Gummybear secretagentman Takeo Nuts,4166 3380 3157 3067
35,4,Fudorm,0,2,32,44,-12,0.0,6.0,,,,4,31,http://cta.critical-hq.net/chart.php?player=Fudorm&matchID=4,12321,11905,1.0349433011339773,385,741,7079,6686,1179,816,809,1598,3254,2805,Takeo Gummybear Nuts secretagentman,10 9 9 4,Gummybear secretagentman Takeo Nuts,13 11 11 9,Gummybear Takeo Nuts secretagentman,3465 3173 2963 2720,Takeo Gummybear Nuts secretagentman,3639 3128 2594 2544
36,6,Takeo,0,1,31,32,-1,0.0,5.0,,,,2,23,http://cta.critical-hq.net/chart.php?player=Takeo&matchID=6,9028,9012,1.0017754105636931,291,1872,5820,4396,136,216,1044,1272,2028,3128,1x11x13x1 secretagentman Sparkinator,12 10 9,1x11x13x1 Sparkinator secretagentman,15 9 8,Sparkinator 1x11x13x1 secretagentman,3812 2788 2428,Sparkinator 1x11x13x1 secretagentman,3664 3188 2160
37,6,tocs,0,1,28,36,-8,2.0,4.0,,,,2,25,http://cta.critical-hq.net/chart.php?player=tocs&matchID=6,8552,9316,0.917990553885788,305,824,4392,4796,396,268,1196,1404,2568,2848,Sparkinator 1x11x13x1 secretagentman,12 8 8,1x11x13x1 Sparkinator secretagentman,16 13 7,secretagentman Sparkinator 1x11x13x1,2964 2864 2724,1x11x13x1 Sparkinator secretagentman,3612 2984 2720
38,6,1x11x13x1,1,2,42,27,15,3.0,10.0,,,,7,24,http://cta.critical-hq.net/chart.php?player=1x11x13x1&matchID=6,10708,8492,1.2609514837494111,255,1028,5640,4524,268,460,1460,964,3340,2544,CTAtocs Takeo sleeper,16 15 11,Takeo CTAtocs sleeper,12 8 7,sleeper CTAtocs Takeo,3908 3612 3188,sleeper Takeo CTAtocs,2980 2788 2724
39,6,secretagentman,1,2,31,27,4,0.0,3.0,,,,7,24,http://cta.critical-hq.net/chart.php?player=secretagentman&matchID=6,8608,7896,1.0901722391084092,278,904,3760,4228,764,504,1092,1220,2992,1944,sleeper Takeo CTAtocs,16 8 7,Takeo sleeper CTAtocs,10 9 8,sleeper CTAtocs Takeo,3728 2720 2160,CTAtocs sleeper Takeo,2964 2504 2428
40,7,trebuh,0,1,26,29,-3,2.0,6.0,22.0,,,0,25,http://cta.critical-hq.net/chart.php?player=trebuh&matchID=7,6561,8060,0.8140198511166253,252,417,4447,5898,612,62,489,462,1013,1638,Sparkinator Frost Takeo CTAFuse,9 7 6 4,Takeo Sparkinator CTAFuse Frost,10 9 7 3,Sparkinator Frost CTAFuse Takeo,2177 1856 1292 1236,Sparkinator Takeo Frost CTAFuse,2272 2108 1854 1826
41,7,A51InSoMnIaC,0,1,22,28,-6,3.0,8.0,10.0,,,0,27,http://cta.critical-hq.net/chart.php?player=A51InSoMnIaC&matchID=7,6152,7583,0.8112884082816827,280,906,4129,5159,218,102,524,524,1281,1798,CTAFuse Takeo Sparkinator Frost,6 6 6 4,CTAFuse Sparkinator Frost Takeo,10 9 5 4,Sparkinator CTAFuse Takeo Frost,2593 1446 1105 1008,Sparkinator CTAFuse Takeo Frost,2664 2030 1958 931
42,7,Fudorm,0,1,20,21,-1,2.0,3.0,21.0,,,0,29,http://cta.critical-hq.net/chart.php?player=Fudorm&matchID=7,6631,5885,1.1267629566694988,332,1164,4489,4546,204,102,546,283,1392,954,CTAFuse Sparkinator Frost Takeo,10 5 3 2,Frost Sparkinator Takeo CTAFuse,10 5 5 1,CTAFuse Sparkinator Frost Takeo,2081 1669 1479 1402,Sparkinator Takeo Frost CTAFuse,1850 1487 1394 1154
43,7,Sparkinator,1,2,29,25,4,8.0,12.0,23.0,,,2,26,http://cta.critical-hq.net/chart.php?player=Sparkinator&matchID=7,8268,7652,1.080501829587036,285,480,6354,5396,62,408,335,654,1517,1194,A51InSoMnIaC trebuh oTaCon Fudorm,9 9 6 5,trebuh A51InSoMnIaC Fudorm oTaCon,9 6 5 5,A51InSoMnIaC trebuh Fudorm oTaCon,2664 2272 1850 1482,A51InSoMnIaC trebuh Fudorm oTaCon,2593 2177 1669 1213
44,7,Takeo,1,2,26,18,8,4.0,8.0,15.0,,,2,27,http://cta.critical-hq.net/chart.php?player=Takeo&matchID=7,7362,5137,1.4331321783141913,283,924,5120,3609,102,116,560,399,1580,1013,trebuh oTaCon Fudorm A51InSoMnIaC,10 7 5 4,A51InSoMnIaC trebuh oTaCon Fudorm,6 6 4 2,trebuh A51InSoMnIaC oTaCon Fudorm,2108 1958 1809 1487,Fudorm oTaCon trebuh A51InSoMnIaC,1402 1394 1236 1105
45,7,Frost,1,2,26,19,7,0.0,1.0,25.0,,,2,28,http://cta.critical-hq.net/chart.php?player=Frost&matchID=7,5749,5409,1.0628581992974673,221,408,4330,3764,102,102,416,610,901,933,Fudorm oTaCon A51InSoMnIaC trebuh,10 8 5 3,trebuh oTaCon A51InSoMnIaC Fudorm,7 5 4 3,trebuh oTaCon Fudorm A51InSoMnIaC,1854 1570 1394 931,trebuh Fudorm oTaCon A51InSoMnIaC,1856 1479 1066 1008
46,7,Fuse,1,2,23,21,2,2.0,11.0,8.0,,,2,29,http://cta.critical-hq.net/chart.php?player=Fuse&matchID=7,6595,5889,1.1198845304805571,287,951,4557,3837,102,510,462,252,1474,1290,A51InSoMnIaC trebuh oTaCon Fudorm,10 7 5 1,Fudorm A51InSoMnIaC trebuh oTaCon,10 6 4 1,A51InSoMnIaC trebuh oTaCon Fudorm,2030 1826 1585 1154,Fudorm A51InSoMnIaC trebuh oTaCon,2081 1446 1292 1070
47,9,Sparkinator,1,1,66,65,1,,,29.0,,,7,35,http://cta.critical-hq.net/chart.php?player=Sparkinator&matchID=9,15948,17964,0.8877755511022044,242,0,8376,8544,1600,2356,2216,1888,3756,5176,cyro Assailant Flare Dement0r Frost,18 17 16 8 7,Flare cyro Assailant Dement0r Frost,18 18 17 7 5,cyro Flare Assailant Dement0r Frost,5112 4008 3468 2048 1312,cyro Flare Assailant Dement0r Frost,5372 4696 3884 2336 1676
48,9,20LbGenitals,1,1,57,37,20,,,19.0,,,7,31,http://cta.critical-hq.net/chart.php?player=20LbGenitals&matchID=9,12952,11716,1.105496756572209,227,0,4656,4924,980,1428,2508,1804,4808,3560,cyro Flare Assailant Dement0r Frost,18 15 13 6 5,Assailant Dement0r cyro Flare Frost,11 9 8 7 2,Flare Assailant cyro Dement0r Frost,3708 3396 3064 1800 984,Flare Assailant cyro Dement0r Frost,3356 3064 2608 1776 912
49,9,Helwor,1,1,34,73,-39,,,23.0,,,7,30,http://cta.critical-hq.net/chart.php?player=Helwor&matchID=9,14708,18720,0.7856837606837607,433,0,8984,9884,632,2636,1400,1696,3692,4504,Assailant cyro Flare Frost Dement0r,10 9 6 5 4,cyro Flare Assailant Dement0r Frost,26 18 13 8 8,cyro Assailant Flare Frost Dement0r,4040 3500 2900 2312 1956,cyro Assailant Flare Frost Dement0r,5780 4660 4328 2200 1752
50,9,Basement,1,1,29,15,14,,,8.0,,,5,17,http://cta.critical-hq.net/chart.php?player=Basement&matchID=9,6992,4792,1.4590984974958263,241,0,2992,2252,608,448,1028,912,2364,1180,Assailant Frost cyro Dement0r Flare,7 6 6 6 4,Assailant cyro Dement0r Frost Flare,5 4 2 2 2,Assailant cyro Frost Dement0r Flare,1940 1728 1620 960 744,Assailant cyro Flare Frost Dement0r,1568 1236 816 600 572
51,9,oTaCon,1,1,23,16,7,,,5.0,,,2,14,http://cta.critical-hq.net/chart.php?player=oTaCon&matchID=9,5544,4924,1.1259138911454103,241,0,1916,1808,524,636,1188,696,1916,1784,Assailant Flare cyro Dement0r,7 7 6 3,Dement0r Flare Assailant cyro,6 4 3 3,Flare Assailant cyro Dement0r,1672 1660 1432 780,Dement0r Flare cyro Assailant,1456 1444 1184 840
52,9,Frost,1,1,17,23,-6,,,8.0,,,0,11,http://cta.critical-hq.net/chart.php?player=Frost&matchID=9,5388,6228,0.8651252408477842,317,0,3140,3140,408,460,416,780,1424,1848,Helwor Sparkinator Basement 20LbGenitals,8 5 2 2,Sparkinator Basement 20LbGenitals Helwor,7 6 5 5,Helwor Sparkinator 20LbGenitals Basement,2200 1676 912 600,Helwor Basement Sparkinator 20LbGenitals,2312 1620 1312 984
53,9,cyro,0,2,59,57,2,,,21.0,,,2,25,http://cta.critical-hq.net/chart.php?player=cyro&matchID=9,16180,15376,1.0522892819979188,274,0,7704,7420,2556,1308,1788,2768,4132,3880,Helwor Sparkinator 20LbGenitals Basement oTaCon,26 18 8 4 3,20LbGenitals Sparkinator Helwor oTaCon Basement,18 18 9 6 6,Helwor Sparkinator 20LbGenitals Basement oTaCon,5780 5372 2608 1236 1184,Sparkinator Helwor 20LbGenitals Basement oTaCon,5112 4040 3064 1728 1432
54,9,Flare,0,2,49,48,1,,,14.0,,,2,35,http://cta.critical-hq.net/chart.php?player=Flare&matchID=9,14640,13032,1.1233885819521179,299,0,6224,6248,2584,804,1928,1944,3904,4036,Sparkinator Helwor 20LbGenitals oTaCon Basement,18 18 7 4 2,Sparkinator 20LbGenitals oTaCon Helwor Basement,16 15 7 6 4,Sparkinator Helwor 20LbGenitals oTaCon Basement,4696 4328 3356 1444 816,Sparkinator 20LbGenitals Helwor oTaCon Basement,4008 3708 2900 1672 744
55,9,Assailant,0,2,49,54,-5,,,17.0,,,2,32,http://cta.critical-hq.net/chart.php?player=Assailant&matchID=9,14016,13964,1.0037238613577772,286,0,7380,5760,536,1376,1800,1956,4300,4872,Sparkinator Helwor 20LbGenitals Basement oTaCon,17 13 11 5 3,Sparkinator 20LbGenitals Helwor oTaCon Basement,17 13 10 7 7,Helwor Sparkinator 20LbGenitals Basement oTaCon,4660 3884 3064 1568 840,Helwor Sparkinator 20LbGenitals Basement oTaCon,3500 3468 3396 1940 1660
56,9,Dement0r,0,2,32,27,5,,,13.0,,,2,19,http://cta.critical-hq.net/chart.php?player=Dement0r&matchID=9,7892,7544,1.0461293743372215,247,0,2964,4356,1420,396,1064,892,2444,1900,20LbGenitals Helwor Sparkinator oTaCon Basement,9 8 7 6 2,Sparkinator 20LbGenitals Basement Helwor oTaCon,8 6 6 4 3,Sparkinator 20LbGenitals Helwor oTaCon Basement,2336 1776 1752 1456 572,Sparkinator Helwor 20LbGenitals Basement oTaCon,2048 1956 1800 960 780
57,10,tocs,1,1,58,52,6,,,33.0,,,6,25,http://cta.critical-hq.net/chart.php?player=tocs&matchID=10,16548,14380,1.1507649513212796,285,0,7920,7704,2344,1264,1932,1820,4352,3592,NormL Dement0r Bankai,21 19 18,Bankai Dement0r NormL,23 19 10,NormL Dement0r Bankai,5552 5548 5448,Bankai Dement0r NormL,5852 5228 3300
