Number of Teams,Recharge Rate,Game ID,Laser Damage,Special Damage,Map,Game Mode,Date,Player Count,Referee
2,High,24544,Normal,Normal,CTA-Joy,Normal,2020-07-11 20:47:00,6,ElAsesino
2,High,24545,Normal,Normal,CTA-Joy,Normal,2020-07-11 22:48:00,8,ElAsesino
2,High,24546,Normal,Normal,CTA-Joy,Normal,2020-07-11 23:25:00,8,ElAsesino
2,High,24547,Normal,Normal,CTA-Joy,Normal,2020-07-11 23:52:00,10,Venture
2,High,24548,Normal,Normal,CTA-Joy,Normal,2020-07-12 00:23:00,8,Venture
2,High,24549,Normal,Normal,CTA-Joy,Normal,2020-07-12 21:22:00,8,Venture
2,High,24550,Normal,Normal,CTA-Joy,Normal,2020-07-12 21:52:00,8,ElAsesino
2,High,24551,Normal,Normal,CTA-Joy,Normal,2020-07-13 21:43:00,8,ElAsesino
2,High,24552,Normal,Normal,CTA-Joy,Normal,2020-07-13 22:12:00,8,Venture
,,24553,,,,,,,
2,High,24554,Normal,Normal,CTA-Joy,Normal,2020-07-13 22:52:00,10,Venture
2,High,24555,Normal,Normal,CTA-Joy,Normal,2020-07-13 23:26:00,10,tela
2,High,24556,Normal,Normal,CTA-Joy,Normal,2020-07-14 21:17:00,8,ElAsesino
2,High,24557,Normal,Normal,CTA-Joy,Normal,2020-07-14 21:49:00,10,tela
2,High,24558,Normal,Normal,CTA-Joy,Normal,2020-07-14 22:22:00,10,tela
1,High,24559,Normal,Normal,CTA-Joy,Normal,2020-07-14 22:52:00,6,risky
2,High,24560,Normal,Normal,CTA-Joy,Normal,2020-07-15 21:12:00,8,risky
2,High,24561,Normal,Normal,CTA-Joy,Normal,2020-07-15 21:35:00,10,Venture
2,High,24562,Normal,Normal,CTA-Joy,Normal,2020-07-15 22:01:00,10,Venture
2,High,24563,Normal,Normal,CTA-Joy,Normal,2020-07-16 21:37:00,8,ElAsesino
2,High,24564,Normal,Normal,CTA-Joy,Normal,2020-07-16 22:06:00,10,risky
2,High,24565,Normal,Normal,CTA-Joy,Normal,2020-07-16 22:39:00,8,Venture
2,High,24566,Normal,Normal,CTA-Joy,Normal,2020-07-16 23:36:00,8,Venture
2,High,24567,Normal,Normal,CTA-Joy,Normal,2020-07-17 00:40:00,10,ElAsesino
2,High,24568,Normal,Normal,CTA-Joy,Normal,2020-07-17 01:34:00,8,ElAsesino
2,High,24569,Normal,Normal,CTA-Joy,Normal,2020-07-17 21:04:00,10,Goobs
2,High,24570,Normal,Normal,CTA-Joy,Normal,2020-07-17 21:29:00,10,ElAsesino
2,High,24571,Normal,Normal,CTA-Joy,Normal,2020-07-17 21:54:00,8,ElAsesino
2,High,24572,Normal,Normal,CTA-Joy,Normal,2020-07-17 22:22:00,10,ElAsesino
2,High,24573,Normal,Normal,CTA-Joy,Normal,2020-07-17 23:15:00,10,Benevolence
2,High,24574,Normal,Normal,CTA-Joy,Normal,2020-07-17 23:45:00,10,Benevolence
,,24575,,,,,,,
2,High,24576,Normal,Normal,CTA-Joy,Normal,2020-07-18 00:16:00,10,Benevolence
2,High,24577,Normal,Normal,CTA-Joy,Normal,2020-07-18 00:50:00,10,Benevolence
2,High,24578,Normal,Normal,CTA-Joy,Normal,2020-07-18 01:24:00,8,Benevolence
2,High,24579,Normal,Normal,CTA-Joy,Normal,2020-07-18 02:18:00,8,tela
2,High,24580,Normal,Normal,CTA-Joy,Normal,2020-07-18 21:05:00,10,Venture
2,High,24581,Normal,Normal,CTA-Joy,Normal,2020-07-18 21:36:00,10,ElAsesino
2,High,24582,Normal,Normal,CTA-Joy,Normal,2020-07-18 22:27:00,8,risky
2,High,24583,Normal,Normal,CTA-Joy,Normal,2020-07-18 22:59:00,8,risky
2,High,24584,Normal,Normal,CTA-Joy,Normal,2020-07-18 23:28:00,10,Benevolence
2,High,24585,Normal,Normal,CTA-Joy,Normal,2020-07-19 00:04:00,8,Benevolence
2,High,24586,Normal,Normal,CTA-Joy,Normal,2020-07-19 19:45:00,6,risky
2,High,24587,Normal,Normal,CTA-Joy,Normal,2020-07-19 20:19:00,8,risky
2,High,24588,Normal,Normal,CTA-Joy,Normal,2020-07-19 20:52:00,8,risky
2,High,24589,Normal,Normal,CTA-Joy,Normal,2020-07-19 21:33:00,8,ElAsesino
2,High,24590,Normal,Normal,CTA-Joy,Normal,2020-07-19 22:08:00,10,ElAsesino
2,High,24591,Normal,Normal,CTA-Joy,Normal,2020-07-19 22:39:00,10,ElAsesino
2,High,24592,Normal,Normal,CTA-Joy,Normal,2020-07-19 23:31:00,6,tela
2,High,24593,Normal,Normal,CTA-Joy,Normal,2020-07-19 23:57:00,8,tela
2,High,24594,Normal,Normal,CTA-Joy,Normal,2020-07-20 00:38:00,10,tela
2,High,24595,Normal,Normal,CTA-Joy,Normal,2020-07-20 01:06:00,10,ElAsesino
2,High,24596,Normal,Normal,CTA-Joy,Normal,2020-07-20 20:31:00,8,ElAsesino
2,High,24597,Normal,Normal,CTA-Joy,Normal,2020-07-20 20:56:00,10,ElAsesino
2,High,24598,Normal,Normal,CTA-Joy,Normal,2020-07-20 21:27:00,10,ElAsesino
2,High,24599,Normal,Normal,CTA-Joy,Normal,2020-07-20 21:53:00,8,ElAsesino
2,High,24600,Normal,Normal,CTA-Joy,Normal,2020-07-20 23:38:00,6,ElAsesino
2,High,24601,Normal,Normal,CTA-Joy,Normal,2020-07-21 00:35:00,6,racetodie
2,High,24602,Normal,Normal,CTA-Joy,Normal,2020-07-21 01:07:00,10,tela
2,High,24603,Normal,Normal,CTA-Joy,Normal,2020-07-21 01:48:00,4,tela
2,High,24604,Normal,Normal,CTA-Joy,Normal,2020-07-21 21:01:00,6,aTreYu
2,High,24605,Normal,Normal,CTA-Joy,Normal,2020-07-21 21:32:00,10,paz
2,High,24606,Normal,Normal,CTA-Joy,Normal,2020-07-21 21:53:00,10,ElAsesino
2,High,24607,Normal,Normal,CTA-Joy,Normal,2020-07-21 22:15:00,10,Venture
2,High,24608,Normal,Normal,CTA-Joy,Normal,2020-07-21 22:45:00,8,Venture
2,High,24609,Normal,Normal,CTA-Joy,Normal,2020-07-21 23:04:00,6,paz
2,High,24610,Normal,Normal,CTA-Joy,Normal,2020-07-21 23:33:00,8,tela
2,High,24611,Normal,Normal,CTA-Joy,Normal,2020-07-22 00:01:00,8,tela
2,High,24612,Normal,Normal,CTA-Joy,Normal,2020-07-22 21:42:00,8,Venture
2,High,24613,Normal,Normal,CTA-Joy,Normal,2020-07-22 22:05:00,10,ElAsesino
2,High,24614,Normal,Normal,CTA-Joy,Normal,2020-07-22 22:32:00,10,ElAsesino
2,High,24615,Normal,Normal,CTA-Joy,Normal,2020-07-22 23:30:00,8,pcklm
,,24616,,,,,,,
2,High,24617,Normal,Normal,CTA-Joy,Normal,2020-07-22 23:52:00,8,pcklm
2,High,24618,Normal,Normal,CTA-Joy,Normal,2020-07-23 00:22:00,8,racetodie
2,High,24619,Normal,Normal,CTA-Joy,Normal,2020-07-23 01:03:00,8,ElAsesino
2,High,24620,Normal,Normal,CTA-Joy,Normal,2020-07-23 20:41:00,8,ElAsesino
2,High,24621,Normal,Normal,CTA-Joy,Normal,2020-07-23 21:54:00,6,ElAsesino
2,High,24622,Normal,Normal,CTA-Joy,Normal,2020-07-23 22:41:00,8,pcklm
2,High,24623,Normal,Normal,CTA-Joy,Normal,2020-07-23 23:07:00,8,ElAsesino
2,High,24624,Normal,Normal,CTA-Joy,Normal,2020-07-24 21:00:00,8,ElAsesino
2,High,24625,Normal,Normal,CTA-Joy,Normal,2020-07-24 21:29:00,8,paz
2,High,24626,Normal,Normal,CTA-Joy,Normal,2020-07-24 22:43:00,8,Benevolence
2,High,24627,Normal,Normal,CTA-Joy,Normal,2020-07-24 23:29:00,10,Venture
2,High,24628,Normal,Normal,CTA-Joy,Normal,2020-07-24 23:56:00,8,Venture
2,High,24629,Normal,Normal,CTA-Joy,Normal,2020-07-25 00:48:00,8,Venture
2,High,24630,Normal,Normal,CTA-Joy,Normal,2020-07-25 01:37:00,6,Benevolence
2,High,24631,Normal,Normal,CTA-Joy,Normal,2020-07-25 20:02:00,8,ElAsesino
2,High,24632,Normal,Normal,CTA-Joy,Normal,2020-07-25 20:35:00,8,Venture
2,High,24633,Normal,Normal,CTA-Joy,Normal,2020-07-25 21:00:00,10,ElAsesino
2,High,24634,Normal,Normal,CTA-Joy,Normal,2020-07-25 21:29:00,10,ElAsesino
2,High,24635,Normal,Normal,CTA-Joy,Normal,2020-07-25 22:02:00,8,ElAsesino
2,High,24636,Normal,Normal,CTA-Joy,Normal,2020-07-25 22:25:00,8,ElAsesino
2,High,24637,Normal,Normal,CTA-Joy,Normal,2020-07-25 23:42:00,6,ElAsesino
2,High,24638,Normal,Normal,CTA-Joy,Normal,2020-07-26 20:31:00,8,ElAsesino
2,High,24639,Normal,Normal,CTA-Joy,Normal,2020-07-26 20:46:00,10,ElAsesino
2,High,24640,Normal,Normal,CTA-Joy,Normal,2020-07-26 21:09:00,8,ElAsesino
2,High,24641,Normal,Normal,CTA-Joy,Normal,2020-07-26 21:36:00,8,ElAsesino
2,High,24642,Normal,Normal,CTA-Joy,Normal,2020-07-26 22:15:00,8,ElAsesino
2,High,24643,Normal,Normal,CTA-Joy,Normal,2020-07-26 22:53:00,6,tela
2,High,24644,Normal,Normal,CTA-Joy,Normal,2020-07-26 23:29:00,8,tela
2,High,24645,Normal,Normal,CTA-Joy,Normal,2020-07-27 00:12:00,8,Referee
2,High,24646,Normal,Normal,CTA-Joy,Normal,2020-07-27 21:03:00,8,ElAsesino
2,High,24647,Normal,Normal,CTA-Joy,Normal,2020-07-27 21:27:00,8,ElAsesino
2,High,24648,Normal,Normal,CTA-Joy,Normal,2020-07-27 21:51:00,10,ElAsesino
2,High,24649,Normal,Normal,CTA-Joy,Normal,2020-07-27 22:13:00,10,ElAsesino
,High,24650,Normal,Normal,CTA-Joy,Normal,2020-07-27 23:10:00,8,Referee
,,24651,,,,,,,
2,High,24652,Normal,Normal,CTA-Joy,Normal,2020-07-27 23:40:00,8,pcklm
2,High,24653,Normal,Normal,CTA-Joy,Normal,2020-07-28 00:08:00,8,pcklm
2,High,24654,Normal,Normal,CTA-Joy,Normal,2020-07-28 00:38:00,10,pcklm
2,High,24655,Normal,Normal,CTA-Joy,Normal,2020-07-28 01:09:00,8,pcklm
2,High,24656,Normal,Normal,CTA-Joy,Normal,2020-07-28 21:23:00,8,paz
2,High,24657,Normal,Normal,CTA-Joy,Normal,2020-07-28 21:44:00,8,ElAsesino
2,High,24658,Normal,Normal,CTA-Joy,Normal,2020-07-28 22:00:00,8,paz
2,High,24659,Normal,Normal,CTA-Joy,Normal,2020-07-28 23:28:00,10,pcklm
2,High,24660,Normal,Normal,CTA-Joy,Normal,2020-07-29 00:08:00,8,tela
2,High,24661,Normal,Normal,CTA-Joy,Normal,2020-07-29 00:40:00,8,tela
2,High,24662,Normal,Normal,CTA-Joy,Normal,2020-07-29 01:15:00,6,tela
2,High,24663,Normal,Normal,CTA-Joy,Normal,2020-07-29 21:33:00,10,ElAsesino
2,High,24664,Normal,Normal,CTA-Joy,Normal,2020-07-29 21:54:00,8,ElAsesino
2,High,24665,Normal,Normal,CTA-Joy,Normal,2020-07-29 22:26:00,6,tela
2,High,24666,Normal,Normal,CTA-Joy,Normal,2020-07-29 22:55:00,6,tela
2,High,24667,Normal,Normal,CTA-Joy,Normal,2020-07-30 00:05:00,6,ElAsesino
2,High,24668,Normal,Normal,CTA-Joy,Normal,2020-07-30 21:10:00,8,ElAsesino
2,High,24669,Normal,Normal,CTA-Joy,Normal,2020-07-30 21:44:00,8,Venture
2,High,24670,Normal,Normal,CTA-Joy,Normal,2020-07-30 22:09:00,8,tela
2,High,24671,Normal,Normal,CTA-Joy,Normal,2020-07-30 22:40:00,8,ElAsesino
2,High,24672,Normal,Normal,CTA-Joy,Normal,2020-07-30 23:10:00,8,tela
,High,24673,Normal,Normal,CTA-Joy,Normal,2020-07-31 21:22:00,6,ElAsesino
2,High,24674,Normal,Normal,CTA-Joy,Normal,2020-07-31 22:02:00,8,ElAsesino
2,High,24675,Normal,Normal,CTA-Joy,Normal,2020-07-31 22:33:00,8,Venture
2,High,24676,Normal,Normal,CTA-Joy,Normal,2020-07-31 23:19:00,10,Venture
2,High,24677,Normal,Normal,CTA-Joy,Normal,2020-07-31 23:56:00,8,ElAsesino
2,High,24678,Normal,Normal,CTA-Joy,Normal,2020-08-01 01:14:00,8,ElAsesino
,,24679,,,,,,,
,,24680,,,,,,,
2,High,24681,Normal,Normal,CTA-Joy,Normal,2020-08-01 02:24:00,8,pcklm
2,High,24682,Normal,Normal,CTA-Joy,Normal,2020-08-01 22:30:00,6,ElAsesino
2,High,24683,Normal,Normal,CTA-Joy,Normal,2020-08-01 23:37:00,6,ElAsesino
2,High,24684,Normal,Normal,CTA-Joy,Normal,2020-08-02 00:06:00,6,ElAsesino
,,24685,,,,,,,
2,High,24686,Normal,Normal,CTA-Joy,Normal,2020-08-02 00:30:00,6,Venture
2,High,24687,Normal,Normal,CTA-Joy,Normal,2020-08-02 20:47:00,6,ElAsesino
2,High,24688,Normal,Normal,CTA-Joy,Normal,2020-08-02 21:45:00,8,ElAsesino
2,High,24689,Normal,Normal,CTA-Joy,Normal,2020-08-02 22:25:00,6,ElAsesino
2,High,24690,Normal,Normal,CTA-Joy,Normal,2020-08-02 23:04:00,8,tela
2,High,24691,Normal,Normal,CTA-Joy,Normal,2020-08-03 20:13:00,8,ElAsesino
2,High,24692,Normal,Normal,CTA-Joy,Normal,2020-08-03 20:30:00,8,Venture
2,High,24693,Normal,Normal,CTA-Joy,Normal,2020-08-03 20:55:00,10,Venture
2,High,24694,Normal,Normal,CTA-Joy,Normal,2020-08-03 21:20:00,10,Venture
2,High,24695,Normal,Normal,CTA-Joy,Normal,2020-08-03 21:45:00,10,Venture
2,High,24696,Normal,Normal,CTA-Joy,Normal,2020-08-03 22:18:00,10,tela
2,High,24697,Normal,Normal,CTA-Joy,Normal,2020-08-03 22:54:00,8,tela
2,High,24698,Normal,Normal,CTA-Joy,Normal,2020-08-03 23:21:00,8,tela
2,High,24699,Normal,Normal,CTA-Joy,Normal,2020-08-03 23:52:00,8,tela
2,High,24700,Normal,Normal,CTA-Joy,Normal,2020-08-04 00:15:00,10,pcklm
2,High,24701,Normal,Normal,CTA-Joy,Normal,2020-08-04 00:43:00,8,tela
2,High,24702,Normal,Normal,CTA-Joy,Normal,2020-08-04 20:31:00,6,ElAsesino
2,High,24703,Normal,Normal,CTA-Joy,Normal,2020-08-04 20:54:00,8,ElAsesino
2,High,24704,Normal,Normal,CTA-Joy,Normal,2020-08-04 21:20:00,8,Venture
2,High,24705,Normal,Normal,CTA-Joy,Normal,2020-08-04 21:45:00,10,Venture
2,High,24706,Normal,Normal,CTA-Joy,Normal,2020-08-04 22:17:00,10,Venture
2,High,24707,Normal,Normal,CTA-Joy,Normal,2020-08-04 22:52:00,10,pcklm
2,High,24708,Normal,Normal,CTA-Joy,Normal,2020-08-04 23:31:00,8,Venture
2,High,24709,Normal,Normal,CTA-Joy,Normal,2020-08-05 00:05:00,8,tela
2,High,24710,Normal,Normal,CTA-Joy,Normal,2020-08-05 20:50:00,8,ElAsesino
2,High,24711,Normal,Normal,CTA-Joy,Normal,2020-08-05 21:26:00,8,Venture
2,High,24712,Normal,Normal,CTA-Joy,Normal,2020-08-05 21:54:00,10,Venture
2,High,24713,Normal,Normal,CTA-Joy,Normal,2020-08-06 20:56:00,10,ElAsesino
2,High,24714,Normal,Normal,CTA-Joy,Normal,2020-08-06 21:18:00,10,Venture
2,High,24715,Normal,Normal,CTA-Joy,Normal,2020-08-06 21:56:00,10,Venture
2,High,24716,Normal,Normal,CTA-Joy,Normal,2020-08-06 22:29:00,8,Venture
2,High,24717,Normal,Normal,CTA-Joy,Normal,2020-08-06 22:54:00,10,Venture
2,High,24718,Normal,Normal,CTA-Joy,Normal,2020-08-06 23:26:00,10,Venture
2,High,24719,Normal,Normal,CTA-Joy,Normal,2020-08-06 23:54:00,6,pcklm
2,High,24720,Normal,Normal,CTA-Joy,Normal,2020-08-07 21:28:00,10,Venture
2,High,24721,Normal,Normal,CTA-Joy,Normal,2020-08-07 21:58:00,10,Venture
2,Normal,24722,Normal,Normal,kennedyNoDHT,Assassin,2020-08-07 22:19:00,14,ElAsesino
2,High,24723,Normal,Normal,Motive0.99NODHT,Domination,2020-08-07 22:45:00,12,Venture
4,Recharge Rate:,24724,Laser Damage:,Special Damage:,MeatBallz,Normal,2020-08-07 23:09:00,8,ElAsesino
2,Very High,24725,Normal,Normal,Money-Regen,Assassin,2020-08-07 23:29:00,12,aTreYu
2,Recharge Rate:,24726,Laser Damage:,Special Damage:,Rugby,Normal,2020-08-07 23:50:00,14,Venture
2,High,24727,Normal,Normal,CTA-Strokin,Normal,2020-08-08 00:15:00,12,tela
2,Recharge Rate:,24728,Laser Damage:,Special Damage:,JuggernautBall,Normal,2020-08-08 00:53:00,10,aTreYu
2,Normal,24729,Normal,Normal,Alpha.0.1,Normal,2020-08-08 01:17:00,11,Venture
2,High,24730,Normal,Normal,CTA-Joy,Normal,2020-08-08 01:45:00,10,tela
2,High,24731,Normal,Normal,CTA-Joy,Normal,2020-08-08 19:57:00,8,Goobs
2,High,24732,Normal,Normal,CTA-Joy,Normal,2020-08-08 20:44:00,8,risky
2,High,24733,Normal,Normal,CTA-Joy,Normal,2020-08-08 21:18:00,10,Venture
2,High,24734,Normal,Normal,CTA-Joy,Normal,2020-08-08 22:11:00,10,Venture
2,High,24735,Normal,Normal,CTA-Joy,Normal,2020-08-08 22:37:00,8,risky
2,Normal,24736,Normal,Normal,Beta.0.0,Normal,2020-08-08 23:11:00,6,Venture
2,High,24737,Normal,Normal,CTA-Joy,Normal,2020-08-08 23:45:00,8,risky
2,High,24738,Normal,Normal,CTA-Joy,Normal,2020-08-09 00:15:00,8,pcklm
2,High,24739,Normal,Normal,CTA-Joy,Normal,2020-08-09 00:44:00,8,tela
2,High,24740,Normal,Normal,CTA-Joy,Normal,2020-08-09 01:11:00,8,tela
2,High,24741,Normal,Normal,CTA-Joy,Normal,2020-08-09 20:28:00,8,Venture
2,High,24742,Normal,Normal,CTA-Joy,Normal,2020-08-09 20:56:00,10,Venture
2,High,24743,Normal,Normal,CTA-Joy,Normal,2020-08-09 21:21:00,8,risky
2,High,24744,Normal,Normal,CTA-Joy,Normal,2020-08-09 21:50:00,8,tela
2,High,24745,Normal,Normal,CTA-Joy,Normal,2020-08-09 22:24:00,6,risky
2,High,24746,Normal,Normal,CTA-Joy,Normal,2020-08-10 20:11:00,10,Venture
2,High,24747,Normal,Normal,CTA-Joy,Normal,2020-08-10 20:36:00,8,risky
2,High,24748,Normal,Normal,CTA-Joy,Normal,2020-08-10 21:02:00,10,Venture
2,High,24749,Normal,Normal,CTA-Joy,Normal,2020-08-10 21:03:00,10,risky
2,High,24750,Normal,Normal,CTA-Joy,Normal,2020-08-10 21:33:00,10,paz
2,High,24751,Normal,Normal,CTA-Joy,Normal,2020-08-11 00:12:00,4,tela
,,24752,,,,,,,
2,High,24753,Normal,Normal,CTA-Joy,Normal,2020-08-11 20:34:00,8,risky
2,High,24754,Normal,Normal,CTA-Joy,Normal,2020-08-11 20:59:00,10,ElAsesino
2,High,24755,Normal,Normal,CTA-Joy,Normal,2020-08-11 21:27:00,8,risky
2,High,24756,Normal,Normal,CTA-Joy,Normal,2020-08-11 22:24:00,8,tela
2,High,24757,Normal,Normal,CTA-Joy,Normal,2020-08-11 22:56:00,8,pcklm
,,24758,,,,,,,
2,High,24759,Normal,Normal,CTA-Joy,Normal,2020-08-11 23:56:00,10,tela
2,High,24760,Normal,Normal,CTA-Joy,Normal,2020-08-11 23:58:00,8,tela
2,High,24761,Normal,Normal,CTA-Joy,Normal,2020-08-12 00:20:00,8,paz
2,High,24762,Normal,Normal,CTA-Joy,Normal,2020-08-12 00:45:00,10,pcklm
2,High,24763,Normal,Normal,CTA-Joy,Normal,2020-08-12 01:09:00,8,paz
2,High,24764,Normal,Normal,CTA-Joy,Normal,2020-08-12 01:38:00,8,tela
,,24765,,,,,,,
2,High,24766,Normal,Normal,CTA-Joy,Normal,2020-08-12 20:20:00,8,ElAsesino
2,High,24767,Normal,Normal,CTA-Joy,Normal,2020-08-12 20:34:00,10,ElAsesino
2,High,24768,Normal,Normal,CTA-Joy,Normal,2020-08-12 20:58:00,8,ElAsesino
2,High,24769,Normal,Normal,CTA-Joy,Normal,2020-08-12 21:32:00,8,tela
2,High,24770,Normal,Normal,CTA-Joy,Normal,2020-08-12 22:09:00,10,tela
2,High,24771,Normal,Normal,CTA-Joy,Normal,2020-08-12 22:40:00,6,tela
2,High,24772,Normal,Normal,CTA-Joy,Normal,2020-08-13 21:05:00,6,risky
2,High,24773,Normal,Normal,CTA-Joy,Normal,2020-08-13 21:28:00,10,Venture
2,High,24774,Normal,Normal,CTA-Joy,Normal,2020-08-13 21:43:00,10,Venture
2,High,24775,Normal,Normal,CTA-Joy,Normal,2020-08-13 22:10:00,10,tela
2,High,24776,Normal,Normal,CTA-Joy,Normal,2020-08-13 22:47:00,10,tela
2,High,24777,Normal,Normal,CTA-Joy,Normal,2020-08-13 23:12:00,10,pcklm
,,24778,,,,,,,
2,High,24779,Normal,Normal,CTA-Joy,Normal,2020-08-13 23:42:00,10,tela
,,24780,,,,,,,
2,High,24781,Normal,Normal,CTA-Joy,Normal,2020-08-14 20:29:00,4,risky
2,High,24782,Normal,Normal,CTA-Joy,Normal,2020-08-14 21:31:00,6,ElAsesino
2,High,24783,Normal,Normal,CTA-Joy,Normal,2020-08-14 21:54:00,8,risky
2,High,24784,Normal,Normal,CTA-Joy,Normal,2020-08-14 22:34:00,10,risky
2,High,24785,Normal,Normal,CTA-Joy,Normal,2020-08-14 23:00:00,8,risky
2,High,24786,Normal,Normal,Crowded(Assassin),Assassin,2020-08-14 23:19:00,10,risky
2,High,24787,Normal,Normal,CTA-Joy,Normal,2020-08-14 23:51:00,10,tela
2,High,24788,Normal,Normal,CTA-Joy,Normal,2020-08-15 00:25:00,6,tela
2,High,24789,Normal,Normal,CTA-Joy,Normal,2020-08-15 00:54:00,10,tela
2,High,24790,Normal,Normal,CTA-Joy,Normal,2020-08-15 20:37:00,6,risky
2,High,24791,Normal,Normal,CTA-Joy,Normal,2020-08-15 21:11:00,8,risky
2,High,24792,Normal,Normal,CTA-Joy,Normal,2020-08-15 21:47:00,10,paz
2,High,24793,Normal,Normal,CTA-Joy,Normal,2020-08-15 22:27:00,10,Venture
2,High,24794,Normal,Normal,CTA-Joy,Normal,2020-08-15 22:55:00,10,pcklm
2,High,24795,Normal,Normal,CTA-Joy,Normal,2020-08-15 23:20:00,10,pcklm
2,High,24796,Normal,Normal,CTA-Joy,Normal,2020-08-15 23:43:00,10,risky
2,High,24797,Normal,Normal,CTA-Joy,Normal,2020-08-16 00:14:00,10,tela
2,High,24798,Normal,Normal,CTA-Joy,Normal,2020-08-16 18:22:00,6,Atomos
2,High,24799,Normal,Normal,CTA-Joy,Normal,2020-08-16 18:53:00,8,Atomos
2,High,24800,Normal,Normal,CTA-Joy,Normal,2020-08-16 19:21:00,8,Venture
2,High,24801,Normal,Normal,CTA-Joy,Normal,2020-08-16 20:05:00,10,Venture
,,24802,,,,,,,
2,High,24803,Normal,Normal,CTA-Joy,Normal,2020-08-16 20:43:00,10,Atomos
2,High,24804,Normal,Normal,CTA-Joy,Normal,2020-08-16 21:13:00,10,ElAsesino
2,High,24805,Normal,Normal,CTA-Joy,Normal,2020-08-16 21:47:00,8,tela
2,High,24806,Normal,Normal,CTA-Joy,Normal,2020-08-17 19:43:00,10,Atomos
2,High,24807,Normal,Normal,CTA-Joy,Normal,2020-08-17 20:07:00,8,ElAsesino
2,High,24808,Normal,Normal,CTA-Joy,Normal,2020-08-17 20:42:00,6,risky
2,High,24809,Normal,Normal,CTA-Joy,Normal,2020-08-17 21:17:00,10,tela
2,High,24810,Normal,Normal,CTA-Joy,Normal,2020-08-17 21:47:00,8,tela
,,24811,,,,,,,
2,High,24812,Normal,Normal,CTA-Joy,Normal,2020-08-18 20:57:00,10,ElAsesino
2,High,24813,Normal,Normal,CTA-Joy,Normal,2020-08-18 21:24:00,8,tela
2,High,24814,Normal,Normal,CTA-Joy,Normal,2020-08-18 21:57:00,8,Atomos
2,High,24815,Normal,Normal,CTA-Joy,Normal,2020-08-18 22:37:00,6,tela
2,High,24816,Normal,Normal,CTA-Joy,Normal,2020-08-18 23:03:00,8,Venture
2,High,24817,Normal,Normal,CTA-Joy,Normal,2020-08-18 23:33:00,8,Venture
2,High,24818,Normal,Normal,CTA-Joy,Normal,2020-08-18 23:56:00,10,Venture
2,High,24819,Normal,Normal,CTA-Joy,Normal,2020-08-19 00:21:00,10,Venture
2,High,24820,Normal,Normal,CTA-Joy,Normal,2020-08-19 00:58:00,8,Venture
2,High,24821,Normal,Normal,CTA-Joy,Normal,2020-08-19 20:38:00,10,pcklm
2,High,24822,Normal,Normal,CTA-Joy,Normal,2020-08-19 21:20:00,10,Venture
2,High,24823,Normal,Normal,CTA-Joy,Normal,2020-08-19 21:50:00,8,pcklm
2,High,24824,Normal,Normal,CTA-Joy,Normal,2020-08-19 22:18:00,8,pcklm
2,High,24825,Normal,Normal,CTA-Joy,Normal,2020-08-19 22:40:00,6,tela
2,High,24826,Normal,Normal,CTA-Joy,Normal,2020-08-19 23:06:00,10,tela
2,High,24827,Normal,Normal,CTA-Joy,Normal,2020-08-19 23:51:00,8,tela
2,High,24828,Normal,Normal,CTA-Joy,Normal,2020-08-20 00:15:00,8,ElAsesino
2,High,24829,Normal,Normal,CTA-Joy,Normal,2020-08-20 20:22:00,10,Venture
2,High,24830,Normal,Normal,CTA-Joy,Normal,2020-08-20 20:46:00,10,Venture
2,High,24831,Normal,Normal,CTA-Joy,Normal,2020-08-20 21:26:00,10,risky
2,High,24832,Normal,Normal,CTA-Joy,Normal,2020-08-20 21:52:00,10,tela
2,High,24833,Normal,Normal,CTA-Joy,Normal,2020-08-20 22:19:00,8,ElAsesino
2,High,24834,Normal,Normal,CTA-Joy,Normal,2020-08-20 22:42:00,10,Venture
,,24835,,,,,,,
2,High,24836,Normal,Normal,CTA-Joy,Normal,2020-08-20 23:08:00,8,risky
2,High,24837,Normal,Normal,CTA-Joy,Normal,2020-08-20 23:32:00,8,tela
2,High,24838,Normal,Normal,CTA-Joy,Normal,2020-08-21 00:05:00,10,ElAsesino
2,High,24839,Normal,Normal,CTA-Joy,Normal,2020-08-21 00:29:00,10,pcklm
2,High,24840,Normal,Normal,CTA-Joy,Normal,2020-08-21 21:02:00,8,Venture
2,High,24841,Normal,Normal,CTA-Joy,Normal,2020-08-21 21:27:00,10,Venture
2,High,24842,Normal,Normal,CTA-Joy,Normal,2020-08-21 21:52:00,10,tela
2,High,24843,Normal,Normal,CTA-Joy,Normal,2020-08-21 23:04:00,10,Venture
2,Normal,24844,Normal,Normal,kennedyNoDHT,Assassin,2020-08-21 23:44:00,12,Venture
2,High,24845,Normal,Normal,CTA-Joy,Normal,2020-08-22 00:13:00,10,ElAsesino
2,High,24846,Normal,Normal,CTA-Strokin,Normal,2020-08-22 00:40:00,12,tela
,,24847,,,,,,,
2,High,24848,Normal,Normal,CTA-Joy,Normal,2020-08-22 01:00:00,10,paz
2,High,24849,Normal,Normal,CTA-Joy,Normal,2020-08-22 01:16:00,10,Venture
2,High,24850,Normal,Normal,CTA-Joy,Normal,2020-08-22 21:26:00,6,Venture
2,High,24851,Normal,Normal,CTA-Joy,Normal,2020-08-22 22:00:00,8,Venture
2,High,24852,Normal,Normal,CTA-Joy,Normal,2020-08-22 22:23:00,10,ElAsesino
