Number of Teams,Recharge Rate,Game ID,Laser Damage,Special Damage,Map,Game Mode,Date,Player Count,Referee
2,High,23257,Normal,Normal,CTA-Joy,Normal,2020-02-09 21:53:00,10,Venture
2,High,23258,Normal,Normal,CTA-Joy,Normal,2020-02-09 22:20:00,8,Venture
2,High,23259,Normal,Normal,CTA-Joy,Normal,2020-02-09 22:58:00,6,tela
2,High,23260,Normal,Normal,CTA-Joy,Normal,2020-02-09 23:42:00,8,Goobs
2,High,23261,Normal,Normal,CTA-Joy,Normal,2020-02-10 00:29:00,8,tela
2,High,23262,Normal,Normal,CTA-Joy,Normal,2020-02-10 22:49:00,8,tela
2,High,23263,Normal,Normal,CTA-Joy,Normal,2020-02-10 23:36:00,8,tela
2,High,23264,Normal,Normal,CTA-Joy,Normal,2020-02-11 00:16:00,8,tela
2,High,23265,Normal,Normal,CTA-Joy,Normal,2020-02-11 21:55:00,6,Goobs
2,High,23266,Normal,Normal,CTA-Joy,Normal,2020-02-11 22:19:00,8,Goobs
2,High,23267,Normal,Normal,CTA-Joy,Normal,2020-02-11 22:49:00,6,Goobs
2,High,23268,Normal,Normal,CTA-Joy,Normal,2020-02-11 23:18:00,8,Venture
2,High,23269,Normal,Normal,CTA-Joy,Normal,2020-02-12 22:14:00,8,Venture
2,High,23270,Normal,Normal,CTA-Joy,Normal,2020-02-12 22:40:00,10,Venture
2,High,23271,Normal,Normal,CTA-Joy,Normal,2020-02-12 23:10:00,8,Venture
2,High,23272,Normal,Normal,CTA-Joy,Normal,2020-02-12 23:34:00,8,Venture
2,High,23273,Normal,Normal,CTA-Joy,Normal,2020-02-13 00:09:00,10,Venture
2,High,23274,Normal,Normal,CTA-Joy,Normal,2020-02-13 00:38:00,8,Goobs
2,High,23275,Normal,Normal,CTA-Joy,Normal,2020-02-13 01:06:00,8,Referee
2,High,23276,Normal,Normal,CTA-Joy,Normal,2020-02-13 20:25:00,6,Goobs
2,High,23277,Normal,Normal,CTA-Joy,Normal,2020-02-13 21:01:00,6,Goobs
2,High,23278,Normal,Normal,CTA-Joy,Normal,2020-02-13 21:40:00,8,Venture
2,High,23279,Normal,Normal,CTA-Joy,Normal,2020-02-13 22:11:00,8,Venture
2,High,23280,Normal,Normal,CTA-Joy,Normal,2020-02-13 22:48:00,8,Goobs
2,High,23281,Normal,Normal,CTA-Joy,Normal,2020-02-13 23:03:00,10,nizem
2,Normal,23282,Normal,Normal,CTA-BFD,Normal,2020-02-13 23:32:00,8,nizem
2,,23283,,,Crowded.1,Normal,2020-02-14 00:26:00,6,nizem
2,High,23284,Normal,Normal,CTA-Joy,Normal,2020-02-14 20:13:00,6,Venture
2,High,23285,Normal,Normal,CTA-Joy,Normal,2020-02-16 01:49:00,8,akmassmegma
2,High,23286,Normal,Normal,CTA-Joy,Normal,2020-02-16 01:50:00,6,akmassmegma
2,High,23287,Normal,Normal,CTA-Joy,Normal,2020-02-16 02:12:00,10,Venture
2,High,23288,Normal,Normal,CTA-Joy,Normal,2020-02-16 02:35:00,10,Venture
2,High,23289,Normal,Normal,CTA-Joy,Normal,2020-02-16 02:52:00,10,Venture
2,High,23290,Normal,Normal,CTA-Joy,Normal,2020-02-16 03:22:00,10,Venture
2,High,23291,Normal,Normal,CTA-Joy,Normal,2020-02-16 03:55:00,8,akmassmegma
2,High,23292,Normal,Normal,CTA-Joy,Normal,2020-02-16 04:21:00,8,akmassmegma
2,High,23293,Normal,Normal,CTA-Joy,Normal,2020-02-16 21:42:00,10,Venture
2,High,23294,Normal,Normal,CTA-Joy,Normal,2020-02-16 22:13:00,10,Venture
2,High,23295,Normal,Normal,CTA-Joy,Normal,2020-02-16 22:26:00,10,Venture
2,High,23296,Normal,Normal,CTA-Joy,Normal,2020-02-16 23:10:00,10,Venture
2,High,23297,Normal,Normal,CTA-Joy,Normal,2020-02-16 23:37:00,8,Venture
,,23298,,,,,,,
2,High,23299,Normal,Normal,CTA-Joy,Normal,2020-02-17 00:09:00,8,akmassmegma
,,23300,,,,,,,
2,High,23301,Normal,Normal,CTA-Joy,Normal,2020-02-17 01:12:00,10,akmassmegma
2,High,23302,Normal,Normal,CTA-Joy,Normal,2020-02-17 21:19:00,6,Venture
2,High,23303,Normal,Normal,CTA-Joy,Normal,2020-02-17 21:40:00,8,Venture
2,High,23304,Normal,Normal,CTA-Joy,Normal,2020-02-17 22:03:00,8,Venture
2,High,23305,Normal,Normal,CTA-Joy,Normal,2020-02-17 22:40:00,6,Venture
2,Normal,23306,Normal,Normal,CTA-Stank,Normal,2020-02-17 23:08:00,8,akmassmegma
2,High,23307,Normal,Normal,CTA-Joy,Normal,2020-02-17 23:42:00,10,akmassmegma
2,High,23308,Normal,Normal,CTA-Joy,Normal,2020-02-18 00:15:00,10,Venture
2,High,23309,Normal,Normal,CTA-Joy,Normal,2020-02-18 22:21:00,8,ElAsesino
2,High,23310,Normal,Normal,CTA-Joy,Normal,2020-02-18 23:03:00,8,nizem
2,High,23311,Normal,Normal,CTA-Joy,Normal,2020-02-19 00:50:00,6,Venture
2,High,23312,Normal,Normal,CTA-Joy,Normal,2020-02-19 01:16:00,6,Venture
2,High,23313,Normal,Normal,CTA-Joy,Normal,2020-02-19 20:49:00,8,ElAsesino
2,High,23314,Normal,Normal,CTA-Joy,Normal,2020-02-19 21:36:00,6,akmassmegma
2,High,23315,Normal,Normal,CTA-Joy,Normal,2020-02-19 22:57:00,8,nizem
2,High,23316,Normal,Normal,CTA-Joy,Normal,2020-02-19 23:33:00,8,Venture
2,High,23317,Normal,Normal,CTA-Joy,Normal,2020-02-19 23:56:00,10,Venture
2,High,23318,Normal,Normal,CTA-Joy,Normal,2020-02-20 00:20:00,10,Venture
2,High,23319,Normal,Normal,CTA-Joy,Normal,2020-02-20 00:45:00,8,Venture
2,High,23320,Normal,Normal,CTA-Joy,Normal,2020-02-20 01:14:00,10,Venture
2,Very High,23321,High,High,StrongholdNODHT,Normal,2020-02-20 01:39:00,10,Venture
,,23322,,,,,,,
2,High,23323,Normal,Normal,CTA-Joy,Normal,2020-02-20 02:03:00,10,akmassmegma
2,High,23324,Normal,Normal,CTA-Joy,Normal,2020-02-20 02:44:00,6,paz
2,High,23325,Normal,Normal,CTA-Joy,Normal,2020-02-20 19:07:00,6,akmassmegma
2,High,23326,Normal,Normal,CTA-Joy,Normal,2020-02-20 19:51:00,6,akmassmegma
2,High,23327,Normal,Normal,CTA-Joy,Normal,2020-02-20 20:25:00,6,akmassmegma
2,High,23328,Normal,Normal,CTA-Joy,Normal,2020-02-20 20:50:00,10,akmassmegma
2,High,23329,Normal,Normal,CTA-Gamma,Normal,2020-02-20 21:10:00,10,akmassmegma
2,High,23330,Normal,Normal,CTA-Joy,Normal,2020-02-20 21:37:00,10,Venture
2,High,23331,Normal,Normal,CTA-Joy,Normal,2020-02-20 22:12:00,10,Venture
2,Very High,23332,High,Normal,CTA-SmearUltimate,Normal,2020-02-20 22:38:00,12,akmassmegma
2,Normal,23333,Normal,Normal,CTA-BFD,Normal,2020-02-20 23:10:00,10,nizem
2,High,23334,Normal,Normal,CTA-Joy,Normal,2020-02-20 23:34:00,10,Venture
2,High,23335,Normal,Normal,CTA-Joy,Normal,2020-02-21 00:28:00,8,paz
2,High,23336,Normal,Normal,CTA-Joy,Normal,2020-02-21 00:59:00,8,paz
2,High,23337,Normal,Normal,CTA-Joy,Normal,2020-02-21 01:22:00,8,paz
2,High,23338,Normal,Normal,CTA-Joy,Normal,2020-02-21 01:57:00,6,paz
2,High,23339,Normal,Normal,CTA-Joy,Normal,2020-02-21 21:40:00,6,akmassmegma
2,High,23340,Normal,Normal,CTA-Joy,Normal,2020-02-21 22:40:00,8,Venture
2,High,23341,Normal,Normal,CTA-Joy,Normal,2020-02-22 00:36:00,6,paz
2,High,23342,Normal,Normal,CTA-Joy,Normal,2020-02-22 22:24:00,10,ElAsesino
2,High,23343,Normal,Normal,Crowded(Assassin),Assassin,2020-02-22 22:45:00,12,nizem
2,Very High,23344,High,Normal,CTA-SmearUltimate,Normal,2020-02-22 23:07:00,10,cyro
2,High,23345,Normal,Normal,CTA-Joy,Normal,2020-02-22 23:43:00,8,Goobs
2,High,23346,Normal,Normal,CTA-Joy,Normal,2020-02-23 00:41:00,6,nizem
2,High,23347,Normal,Normal,CTA-Joy,Normal,2020-02-23 22:21:00,8,Venture
2,High,23348,Normal,Normal,CTA-Joy,Normal,2020-02-23 22:52:00,10,paz
2,High,23349,Normal,Normal,Mu.0.1,Normal,2020-02-23 23:12:00,12,Venture
2,High,23350,Normal,Normal,CTA-Joy,Normal,2020-02-23 23:35:00,12,nizem
2,High,23351,Normal,Normal,CTA-Joy,Normal,2020-02-24 00:09:00,10,Goobs
2,High,23352,Normal,Normal,CTA-Joy,Normal,2020-02-24 00:41:00,8,akmassmegma
2,High,23353,Normal,Normal,CTA-Joy,Normal,2020-02-24 01:07:00,8,akmassmegma
2,High,23354,Normal,Normal,CTA-Joy,Normal,2020-02-24 20:52:00,6,paz
2,High,23355,Normal,Normal,CTA-Joy,Normal,2020-02-24 21:26:00,6,akmassmegma
2,High,23356,Normal,Normal,CTA-Joy,Normal,2020-02-24 22:13:00,10,Venture
2,Very High,23357,High,High,StrongholdNODHT,Normal,2020-02-24 23:13:00,12,cyro
2,High,23358,Normal,Normal,CTA-Joy,Normal,2020-02-24 23:13:00,8,Venture
2,High,23359,Normal,Normal,Mu.0.1,Normal,2020-02-24 23:39:00,12,Venture
2,High,23360,Normal,Normal,CTA-Joy,Normal,2020-02-25 00:03:00,10,Goobs
2,High,23361,Normal,Normal,CTA-Joy,Normal,2020-02-25 00:31:00,8,Venture
2,High,23362,Normal,Normal,CTA-Joy,Normal,2020-02-25 01:13:00,6,paz
2,High,23363,Normal,Normal,CTA-Joy,Normal,2020-02-25 01:37:00,10,paz
2,High,23364,Normal,Normal,CTA-Joy,Normal,2020-02-25 02:01:00,7,paz
2,High,23365,Normal,Normal,CTA-Joy,Normal,2020-02-25 02:34:00,8,paz
2,High,23366,Normal,Normal,CTA-Joy,Normal,2020-02-25 02:59:00,8,paz
2,High,23367,Normal,Normal,CTA-Joy,Normal,2020-02-25 03:17:00,10,paz
2,High,23368,Normal,Normal,CTA-Joy,Normal,2020-02-25 03:39:00,8,paz
2,High,23369,Normal,Normal,CTA-Joy,Normal,2020-02-25 04:04:00,6,paz
2,High,23370,Normal,Normal,CTA-Joy,Normal,2020-02-25 22:04:00,8,Goobs
2,High,23371,Normal,Normal,CTA-Joy,Normal,2020-02-25 22:38:00,10,nizem
2,High,23372,Normal,Normal,CTA-Joy,Normal,2020-02-26 23:25:00,8,Goobs
2,High,23373,Normal,Normal,CTA-Joy,Normal,2020-02-27 00:05:00,6,Goobs
2,High,23374,Normal,Normal,CTA-Joy,Normal,2020-02-27 00:59:00,10,Goobs
2,High,23375,Normal,Normal,CTA-Joy,Normal,2020-02-27 01:29:00,8,Goobs
2,High,23376,Normal,Normal,CTA-Joy,Normal,2020-02-27 21:27:00,8,akmassmegma
2,High,23377,Normal,Normal,CTA-Joy,Normal,2020-02-27 22:02:00,8,Goobs
2,High,23378,Normal,Normal,CTA-Joy,Normal,2020-02-27 23:04:00,10,nizem
2,High,23379,Normal,Normal,CTA-Joy,Normal,2020-02-27 23:43:00,8,Goobs
2,Very High,23380,High,High,StrongholdNODHT,Normal,2020-02-28 00:13:00,10,akmassmegma
2,High,23381,Normal,Normal,CTA-Joy,Normal,2020-02-28 00:44:00,8,akmassmegma
2,High,23382,Normal,Normal,CTA-Joy,Normal,2020-02-28 01:11:00,10,akmassmegma
2,High,23383,Normal,Normal,CTA-Joy,Normal,2020-02-28 01:38:00,8,akmassmegma
2,High,23384,Normal,Normal,CTA-Joy,Normal,2020-02-29 23:26:00,8,nizem
2,High,23385,Normal,Normal,CTA-Joy,Normal,2020-02-29 23:51:00,8,nizem
2,High,23386,Normal,Normal,CTA-Joy,Normal,2020-03-01 00:18:00,10,Goobs
2,High,23387,Normal,Normal,CTA-Joy,Normal,2020-03-01 00:49:00,8,Referee
2,High,23388,Normal,Normal,CTA-Joy,Normal,2020-03-01 01:33:00,8,paz
2,High,23389,Normal,Normal,CTA-Joy,Normal,2020-03-01 01:57:00,8,paz
2,High,23390,Normal,Normal,CTA-Joy,Normal,2020-03-01 02:21:00,6,Venture
2,High,23391,Normal,Normal,CTA-Joy,Normal,2020-03-01 02:49:00,6,paz
2,High,23392,Normal,Normal,CTA-Joy,Normal,2020-03-01 03:17:00,6,paz
2,High,23393,Normal,Normal,CTA-Joy,Normal,2020-03-01 03:50:00,4,paz
2,High,23394,Normal,Normal,CTA-Joy,Normal,2020-03-01 21:28:00,6,akmassmegma
2,High,23395,Normal,Normal,CTA-Joy,Normal,2020-03-01 21:52:00,8,akmassmegma
2,High,23396,Normal,Normal,CTA-Joy,Normal,2020-03-01 22:13:00,10,Goobs
2,High,23397,Normal,Normal,CTA-Joy,Normal,2020-03-01 22:46:00,8,Goobs
2,High,23398,Normal,Normal,CTA-Joy,Normal,2020-03-01 23:34:00,10,akmassmegma
2,High,23399,Normal,Normal,CTA-Joy,Normal,2020-03-02 00:12:00,10,paz
2,High,23400,Normal,Normal,CTA-Joy,Normal,2020-03-02 00:34:00,10,akmassmegma
2,High,23401,Normal,Normal,CTA-Joy,Normal,2020-03-02 00:58:00,10,akmassmegma
2,High,23402,Normal,Normal,CTA-Joy,Normal,2020-03-02 01:22:00,10,akmassmegma
2,High,23403,Normal,Normal,CTA-Joy,Normal,2020-03-02 01:50:00,8,paz
2,High,23404,Normal,Normal,CTA-Joy,Normal,2020-03-02 02:17:00,8,akmassmegma
2,High,23405,Normal,Normal,CTA-Joy,Normal,2020-03-02 02:42:00,8,akmassmegma
2,High,23406,Normal,Normal,CTA-Joy,Normal,2020-03-02 20:18:00,6,Venture
2,High,23407,Normal,Normal,CTA-Joy,Normal,2020-03-02 20:51:00,8,Venture
2,High,23408,Normal,Normal,CTA-Joy,Normal,2020-03-02 22:48:00,8,nizem
2,High,23409,Normal,Normal,CTA-Joy,Normal,2020-03-02 23:51:00,10,akmassmegma
2,High,23410,Normal,Normal,CTA-Joy,Normal,2020-03-03 00:23:00,10,Goobs
2,High,23411,Normal,Normal,CTA-Joy,Normal,2020-03-03 00:50:00,10,akmassmegma
2,High,23412,Normal,Normal,CTA-Joy,Normal,2020-03-03 01:21:00,6,akmassmegma
2,High,23413,Normal,Normal,CTA-Joy,Normal,2020-03-03 01:49:00,8,paz
2,High,23414,Normal,Normal,CTA-Joy,Normal,2020-03-03 02:30:00,8,paz
2,High,23415,Normal,Normal,CTA-Joy,Normal,2020-03-03 03:06:00,6,paz
2,Normal,23416,Normal,Normal,CTA-BFD,Normal,2020-03-03 20:21:00,6,paz
2,High,23417,Normal,Normal,CTA-Joy,Normal,2020-03-03 21:03:00,8,akmassmegma
2,High,23418,Normal,Normal,CTA-Joy,Normal,2020-03-03 21:35:00,10,Venture
2,High,23419,Normal,Normal,CTA-Joy,Normal,2020-03-03 22:47:00,8,Venture
2,High,23420,Normal,Normal,CTA-Joy,Normal,2020-03-03 23:11:00,10,nizem
2,High,23421,Normal,Normal,CTA-Joy,Normal,2020-03-03 23:31:00,10,Goobs
2,High,23422,Normal,Normal,CTA-Joy,Normal,2020-03-04 00:05:00,8,nizem
2,High,23423,Normal,Normal,CTA-Joy,Normal,2020-03-04 21:36:00,6,nizem
2,High,23424,Normal,Normal,CTA-Joy,Normal,2020-03-04 22:11:00,10,nizem
2,High,23425,Normal,Normal,CTA-Joy,Normal,2020-03-04 22:44:00,8,paz
2,High,23426,Normal,Normal,CTA-Joy,Normal,2020-03-04 23:12:00,8,paz
2,High,23427,Normal,Normal,CTA-Joy,Normal,2020-03-04 23:35:00,10,paz
2,High,23428,Normal,Normal,CTA-Joy,Normal,2020-03-04 23:57:00,10,Goobs
2,High,23429,Normal,Normal,CTA-Joy,Normal,2020-03-05 00:31:00,8,paz
2,High,23430,Normal,Normal,CTA-Joy,Normal,2020-03-05 01:02:00,8,paz
2,High,23431,Normal,Normal,CTA-Joy,Normal,2020-03-05 01:49:00,6,paz
2,High,23432,Normal,Normal,CTA-Joy,Normal,2020-03-06 01:07:00,6,akmassmegma
2,High,23433,Normal,Normal,CTA-Joy,Normal,2020-03-06 23:44:00,8,akmassmegma
2,High,23434,Normal,Normal,CTA-Joy,Normal,2020-03-07 22:05:00,6,paz
2,High,23435,Normal,Normal,CTA-Joy,Normal,2020-03-07 22:31:00,6,paz
2,High,23436,Normal,Normal,CTA-Joy,Normal,2020-03-08 21:54:00,6,Venture
2,High,23437,Normal,Normal,CTA-Joy,Normal,2020-03-08 22:44:00,8,ElAsesino
2,High,23438,Normal,Normal,CTA-Joy,Normal,2020-03-09 21:24:00,6,akmassmegma
2,High,23439,Normal,Normal,CTA-Joy,Normal,2020-03-09 21:50:00,8,Venture
2,High,23440,Normal,Normal,CTA-Joy,Normal,2020-03-09 22:17:00,8,Venture
2,High,23441,Normal,Normal,CTA-Joy,Normal,2020-03-09 22:38:00,10,Goobs
2,High,23442,Normal,Normal,CTA-Joy,Normal,2020-03-09 23:10:00,8,nizem
,,23443,,,,,,,
2,High,23444,Normal,Normal,CTA-Joy,Normal,2020-03-09 23:43:00,8,nizem
2,High,23445,Normal,Normal,CTA-Joy,Normal,2020-03-10 00:05:00,8,Goobs
2,High,23446,Normal,Normal,CTA-Joy,Normal,2020-03-10 00:35:00,8,nizem
2,High,23447,Normal,Normal,CTA-Joy,Normal,2020-03-10 01:02:00,8,akmassmegma
2,High,23448,Normal,Normal,CTA-Joy,Normal,2020-03-10 01:33:00,6,paz
2,High,23449,Normal,Normal,CTA-Joy,Normal,2020-03-10 02:02:00,4,paz
2,High,23450,Normal,Normal,CTA-Joy,Normal,2020-03-10 21:45:00,8,paz
2,High,23451,Normal,Normal,CTA-Joy,Normal,2020-03-10 22:09:00,10,nizem
2,High,23452,Normal,Normal,CTA-Joy,Normal,2020-03-10 22:49:00,10,nizem
2,High,23453,Normal,Normal,CTA-Joy,Normal,2020-03-10 23:25:00,8,nizem
2,High,23454,Normal,Normal,CTA-Joy,Normal,2020-03-10 23:49:00,8,nizem
2,High,23455,Normal,Normal,CTA-Joy,Normal,2020-03-11 21:37:00,8,ElAsesino
2,High,23456,Normal,Normal,CTA-Joy,Normal,2020-03-11 21:59:00,8,ElAsesino
2,High,23457,Normal,Normal,CTA-Joy,Normal,2020-03-11 22:31:00,8,nizem
2,High,23458,Normal,Normal,CTA-Joy,Normal,2020-03-11 22:58:00,8,Venture
2,High,23459,Normal,Normal,CTA-Joy,Normal,2020-03-11 23:27:00,8,nizem
2,High,23460,Normal,Normal,CTA-Joy,Normal,2020-03-12 20:22:00,6,ElAsesino
2,High,23461,Normal,Normal,CTA-Joy,Normal,2020-03-12 20:51:00,8,ElAsesino
2,High,23462,Normal,Normal,CTA-Joy,Normal,2020-03-12 21:17:00,8,ElAsesino
2,High,23463,Normal,Normal,CTA-Joy,Normal,2020-03-12 21:43:00,10,nizem
2,High,23464,Normal,Normal,CTA-Joy,Normal,2020-03-12 22:03:00,10,Goobs
2,High,23465,Normal,Normal,CTA-Joy,Normal,2020-03-12 22:41:00,8,nizem
2,High,23466,Normal,Normal,CTA-Joy,Normal,2020-03-12 23:03:00,10,Goobs
2,High,23467,Normal,Normal,CTA-Joy,Normal,2020-03-12 23:52:00,8,Goobs
2,High,23468,Normal,Normal,CTA-Joy,Normal,2020-03-13 00:35:00,4,paz
2,High,23469,Normal,Normal,CTA-Joy,Normal,2020-03-13 20:40:00,6,ElAsesino
2,High,23470,Normal,Normal,CTA-Joy,Normal,2020-03-13 21:46:00,6,nizem
2,High,23471,Normal,Normal,CTA-Joy,Normal,2020-03-13 22:40:00,8,ElAsesino
2,High,23472,Normal,Normal,CTA-Joy,Normal,2020-03-13 23:18:00,8,paz
2,High,23473,Normal,Normal,CTA-Joy,Normal,2020-03-13 23:44:00,10,nizem
2,High,23474,Normal,Normal,CTA-Joy,Normal,2020-03-14 00:36:00,6,akmassmegma
2,High,23475,Normal,Normal,CTA-Joy,Normal,2020-03-14 20:12:00,8,ElAsesino
2,High,23476,Normal,Normal,CTA-Joy,Normal,2020-03-14 20:46:00,6,ElAsesino
2,High,23477,Normal,Normal,CTA-Joy,Normal,2020-03-14 21:11:00,8,ElAsesino
2,High,23478,Normal,Normal,CTA-Joy,Normal,2020-03-14 21:42:00,8,paz
2,High,23479,Normal,Normal,CTA-Joy,Normal,2020-03-14 22:17:00,10,paz
2,High,23480,Normal,Normal,CTA-Joy,Normal,2020-03-14 22:39:00,10,Goobs
2,Normal,23481,Normal,Normal,CTA-Stank,Normal,2020-03-14 23:16:00,8,paz
2,High,23482,Normal,Normal,CTA-Joy,Normal,2020-03-14 23:59:00,8,nizem
2,High,23483,Normal,Normal,CTA-Joy,Normal,2020-03-15 21:39:00,10,Goobs
2,High,23484,Normal,Normal,CTA-Joy,Normal,2020-03-15 22:00:00,10,ElAsesino
,,23485,,,,,,,
2,High,23486,Normal,Normal,CTA-Joy,Normal,2020-03-15 22:42:00,10,ElAsesino
2,High,23487,Normal,Normal,CTA-Joy,Normal,2020-03-15 23:03:00,10,Goobs
2,High,23488,Normal,Normal,CTA-Joy,Normal,2020-03-15 23:30:00,10,nizem
2,High,23489,Normal,Normal,CTA-Joy,Normal,2020-03-15 23:50:00,10,Goobs
,,23490,,,,,,,
,,23491,,,,,,,
,,23492,,,,,,,
2,High,23493,Normal,Normal,CTA-Joy,Normal,2020-03-16 00:18:00,10,ElAsesino
,,23494,,,,,,,
,,23495,,,,,,,
2,High,23496,Normal,Normal,CTA-Joy,Normal,2020-03-16 00:44:00,10,nizem
2,High,23497,Normal,Normal,CTA-Joy,Normal,2020-03-16 00:44:00,8,paz
2,High,23498,Normal,Normal,CTA-Joy,Normal,2020-03-16 21:47:00,6,nizem
2,High,23499,Normal,Normal,CTA-Joy,Normal,2020-03-16 22:17:00,10,paz
2,High,23500,Normal,Normal,CTA-Joy,Normal,2020-03-16 22:41:00,10,Goobs
2,High,23501,Normal,Normal,CTA-Joy,Normal,2020-03-16 23:05:00,10,Venture
2,High,23502,Normal,Normal,CTA-Strokin,Normal,2020-03-16 23:26:00,14,Venture
2,High,23503,Normal,Normal,CTA-Joy,Normal,2020-03-16 23:53:00,10,Venture
2,High,23504,Normal,Normal,CTA-Joy,Normal,2020-03-17 00:26:00,10,Venture
2,High,23505,Normal,Normal,CTA-Joy,Normal,2020-03-17 00:56:00,10,paz
2,High,23506,Normal,Normal,CTA-Joy,Normal,2020-03-17 01:30:00,8,paz
2,High,23507,Normal,Normal,CTA-Joy,Normal,2020-03-17 21:12:00,8,ElAsesino
2,High,23508,Normal,Normal,CTA-Joy,Normal,2020-03-17 21:37:00,10,nizem
2,High,23509,Normal,Normal,CTA-Joy,Normal,2020-03-17 22:05:00,10,nizem
2,High,23510,Normal,Normal,CTA-Joy,Normal,2020-03-17 22:30:00,10,Goobs
2,High,23511,Normal,Normal,CTA-Joy,Normal,2020-03-17 22:59:00,10,Goobs
2,High,23512,Normal,Normal,CTA-Joy,Normal,2020-03-17 23:23:00,10,ElAsesino
2,High,23513,Normal,Normal,CTA-Joy,Normal,2020-03-18 00:00:00,8,ElAsesino
2,High,23514,Normal,Normal,CTA-Joy,Normal,2020-03-18 01:12:00,4,paz
2,High,23515,Normal,Normal,CTA-Joy,Normal,2020-03-18 20:35:00,8,ElAsesino
2,High,23516,Normal,Normal,CTA-Joy,Normal,2020-03-18 21:18:00,8,ElAsesino
2,High,23517,Normal,Normal,CTA-Joy,Normal,2020-03-18 21:51:00,10,Goobs
2,High,23518,Normal,Normal,CTA-Joy,Normal,2020-03-18 22:12:00,10,Goobs
2,High,23519,Normal,Normal,CTA-Joy,Normal,2020-03-18 22:39:00,8,Goobs
2,High,23520,Normal,Normal,CTA-Joy,Normal,2020-03-18 23:11:00,10,nizem
2,High,23521,Normal,Normal,CTA-Joy,Normal,2020-03-18 23:43:00,10,Goobs
2,High,23522,Normal,Normal,CTA-Joy,Normal,2020-03-19 00:20:00,6,akmassmegma
2,High,23523,Normal,Normal,CTA-Joy,Normal,2020-03-19 00:43:00,10,akmassmegma
2,High,23524,Normal,Normal,CTA-Joy,Normal,2020-03-19 21:36:00,8,paz
2,High,23525,Normal,Normal,CTA-Joy,Normal,2020-03-19 22:04:00,10,paz
,,23526,,,,,,,
2,High,23527,Normal,Normal,CTA-Joy,Normal,2020-03-19 22:30:00,10,nizem
2,High,23528,Normal,Normal,CTA-Joy,Normal,2020-03-19 22:58:00,10,Venture
2,High,23529,Normal,Normal,CTA-Joy,Normal,2020-03-19 23:56:00,10,paz
2,High,23530,Normal,Normal,CTA-Joy,Normal,2020-03-20 00:26:00,8,paz
2,Normal,23531,Normal,Normal,CTA-BFD,Normal,2020-03-20 00:54:00,8,paz
2,High,23532,Normal,Normal,CTA-Joy,Normal,2020-03-20 20:13:00,8,Venture
2,High,23533,Normal,Normal,CTA-Joy,Normal,2020-03-20 20:38:00,8,Venture
2,High,23534,Normal,Normal,CTA-Joy,Normal,2020-03-20 21:04:00,10,Goobs
2,High,23535,Normal,Normal,CTA-Joy,Normal,2020-03-20 21:19:00,10,nizem
1,,23536,,,FFA-Deatho,Normal,2020-03-20 21:51:00,10,ElAsesino
2,High,23537,Normal,Normal,CTA-Joy,Normal,2020-03-20 22:38:00,10,paz
2,High,23538,Normal,Normal,CTA-Joy,Normal,2020-03-20 23:12:00,10,paz
2,High,23539,Normal,Normal,CTA-Joy,Normal,2020-03-20 23:42:00,8,nizem
2,High,23540,Normal,Normal,CTA-Joy,Normal,2020-03-21 00:13:00,10,nizem
2,High,23541,Normal,Normal,CTA-Joy,Normal,2020-03-21 00:38:00,10,nizem
2,High,23542,Normal,Normal,CTA-Joy,Normal,2020-03-21 01:07:00,10,nizem
2,High,23543,Normal,Normal,CTA-Joy,Normal,2020-03-21 20:45:00,8,Venture
2,High,23544,Normal,Normal,CTA-Joy,Normal,2020-03-21 21:15:00,8,Venture
2,High,23545,Normal,Normal,CTA-Joy,Normal,2020-03-21 21:41:00,8,nizem
2,High,23546,Normal,Normal,CTA-Joy,Normal,2020-03-21 22:00:00,10,ElAsesino
2,High,23547,Normal,Normal,CTA-Joy,Normal,2020-03-21 22:27:00,8,ElAsesino
,,23548,,,,,,,
2,High,23549,Normal,Normal,CTA-Joy,Normal,2020-03-21 22:48:00,10,Goobs
2,Very High,23550,High,High,StrongholdNODHT,Normal,2020-03-21 23:15:00,10,nizem
,,23551,,,,,,,
2,Very High,23552,High,Normal,CTA-SmearUltimate,Normal,2020-03-21 23:43:00,12,Goobs
2,Very High,23553,Normal,High,GoodCompanynoDHT1.1,Normal,2020-03-22 00:05:00,10,Venture
2,High,23554,Normal,Normal,CTA-Joy,Normal,2020-03-22 00:45:00,10,Goobs
2,High,23555,Normal,Normal,CTA-Joy,Normal,2020-03-22 01:12:00,10,nizem
2,High,23556,Normal,Normal,CTA-Joy,Normal,2020-03-22 01:32:00,10,Goobs
2,High,23557,Normal,Normal,CTA-Joy,Normal,2020-03-22 02:00:00,10,akmassmegma
,,23558,,,,,,,
2,High,23559,Normal,Normal,CTA-Joy,Normal,2020-03-22 02:30:00,10,akmassmegma
2,High,23560,Normal,Normal,CTA-Joy,Normal,2020-03-22 03:10:00,10,paz
2,Normal,23561,Normal,Normal,CTA-BFD,Normal,2020-03-22 03:42:00,6,Referee
2,,23562,,,CTA-SmallFlag,Normal,2020-03-22 04:07:00,6,paz
2,High,23563,Normal,Normal,CTA-Joy,Normal,2020-03-22 19:10:00,6,ElAsesino
2,High,23564,Normal,Normal,CTA-Joy,Normal,2020-03-22 19:44:00,6,ElAsesino
